  date       time        cpu %

 {09:20:05 AM 22}	 47
 {09:21:08 AM 22}	 47
 {09:21:20 AM 22}	 47
 {09:21:21 AM 22}	 47
 {09:21:22 AM 22}	 47
 {09:21:23 AM 22}	 47
 {09:21:24 AM 22}	 47
 {12/22/24 09:22:37 AM}	 47
 {12/22/24 09:25:03 AM}	 62
 {12/22/24 09:26:54 AM}	 62
 {12/22/24 09:27:19 AM}	 62
 {12/22/24 09:27:22 AM}	 62
 {12/22/24 09:27:23 AM}	 62
 {12/22/24 09:27:24 AM}	 62
 {12/22/24 09:27:25 AM}	 62
 {12/22/24 09:27:25 AM}	 62
 {12/22/24 09:27:26 AM}	 62
 {12/22/24 09:27:26 AM}	 62
 {12/22/24 09:57:40 AM}	 46
 {12/22/24 09:57:45 AM}	 46
 {12/22/24 09:57:51 AM}	 46
 {12/22/24 09:57:56 AM}	 46
 {12/22/24 10:00:14 AM}	 46
 {12/22/24 10:00:19 AM}	 46
 {12/22/24 10:00:24 AM}	 46
 {12/22/24 10:00:29 AM}	 46
 {12/22/24 10:00:34 AM}	 46
 {12/22/24 10:00:39 AM}	 46
 {12/22/24 10:00:44 AM}	 46
 {12/22/24 10:00:49 AM}	 46
 {12/22/24 10:00:55 AM}	 46
 {12/22/24 10:03:39 AM}	 46
 {12/22/24 10:03:45 AM}	 46
 {12/22/24 10:03:50 AM}	 46
 {12/22/24 10:03:55 AM}	 46
 {12/22/24 10:04:00 AM}	 46
 {12/22/24 10:04:05 AM}	 46
 {12/22/24 10:04:10 AM}	 46
 {12/22/24 10:04:15 AM}	 46
 {12/22/24 10:04:20 AM}	 51
 {12/22/24 10:04:25 AM}	 66
 {12/22/24 10:04:31 AM}	 73
 {12/22/24 10:04:36 AM}	 70
 {12/22/24 10:04:41 AM}	 64
 {12/22/24 10:04:46 AM}	 64
 {12/22/24 10:04:51 AM}	 64
 {12/22/24 10:04:56 AM}	 64
 {12/22/24 10:05:02 AM}	 64
